Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Existence,Description,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,Case13 Spectral Count,Case3 Spectral Count,Case9 Spectral Count,Case12 Spectral Count,Case6 Spectral Count,Case8 Spectral Count,Case11 Spectral Count,Case16 Spectral Count,Case19 Spectral Count,Case15 Spectral Count,Case18 Spectral Count,Case7 Spectral Count,Case20 Spectral Count,Case10 Spectral Count,Case14 Spectral Count,Case4 Spectral Count,Case1 Spectral Count,Case17 Spectral Count,Case5 Spectral Count,Case2 Spectral Count,Control15 Spectral Count,Control1 Spectral Count,Control18 Spectral Count,Control3 Spectral Count,Control10 Spectral Count,Control11 Spectral Count,Control13 Spectral Count,Control17 Spectral Count,Control5 Spectral Count,Control16 Spectral Count,Control14 Spectral Count,Control6 Spectral Count,Control9 Spectral Count,Control20 Spectral Count,Control2 Spectral Count,Control7 Spectral Count,Control8 Spectral Count,Control19 Spectral Count,Control4 Spectral Count,Control12 Spectral Count,Case13 Unique Spectral Count,Case3 Unique Spectral Count,Case9 Unique Spectral Count,Case12 Unique Spectral Count,Case6 Unique Spectral Count,Case8 Unique Spectral Count,Case11 Unique Spectral Count,Case16 Unique Spectral Count,Case19 Unique Spectral Count,Case15 Unique Spectral Count,Case18 Unique Spectral Count,Case7 Unique Spectral Count,Case20 Unique Spectral Count,Case10 Unique Spectral Count,Case14 Unique Spectral Count,Case4 Unique Spectral Count,Case1 Unique Spectral Count,Case17 Unique Spectral Count,Case5 Unique Spectral Count,Case2 Unique Spectral Count,Control15 Unique Spectral Count,Control1 Unique Spectral Count,Control18 Unique Spectral Count,Control3 Unique Spectral Count,Control10 Unique Spectral Count,Control11 Unique Spectral Count,Control13 Unique Spectral Count,Control17 Unique Spectral Count,Control5 Unique Spectral Count,Control16 Unique Spectral Count,Control14 Unique Spectral Count,Control6 Unique Spectral Count,Control9 Unique Spectral Count,Control20 Unique Spectral Count,Control2 Unique Spectral Count,Control7 Unique Spectral Count,Control8 Unique Spectral Count,Control19 Unique Spectral Count,Control4 Unique Spectral Count,Control12 Unique Spectral Count,Case13 Total Spectral Count,Case3 Total Spectral Count,Case9 Total Spectral Count,Case12 Total Spectral Count,Case6 Total Spectral Count,Case8 Total Spectral Count,Case11 Total Spectral Count,Case16 Total Spectral Count,Case19 Total Spectral Count,Case15 Total Spectral Count,Case18 Total Spectral Count,Case7 Total Spectral Count,Case20 Total Spectral Count,Case10 Total Spectral Count,Case14 Total Spectral Count,Case4 Total Spectral Count,Case1 Total Spectral Count,Case17 Total Spectral Count,Case5 Total Spectral Count,Case2 Total Spectral Count,Control15 Total Spectral Count,Control1 Total Spectral Count,Control18 Total Spectral Count,Control3 Total Spectral Count,Control10 Total Spectral Count,Control11 Total Spectral Count,Control13 Total Spectral Count,Control17 Total Spectral Count,Control5 Total Spectral Count,Control16 Total Spectral Count,Control14 Total Spectral Count,Control6 Total Spectral Count,Control9 Total Spectral Count,Control20 Total Spectral Count,Control2 Total Spectral Count,Control7 Total Spectral Count,Control8 Total Spectral Count,Control19 Total Spectral Count,Control4 Total Spectral Count,Control12 Total Spectral Count,Case13 Intensity,Case3 Intensity,Case9 Intensity,Case12 Intensity,Case6 Intensity,Case8 Intensity,Case11 Intensity,Case16 Intensity,Case19 Intensity,Case15 Intensity,Case18 Intensity,Case7 Intensity,Case20 Intensity,Case10 Intensity,Case14 Intensity,Case4 Intensity,Case1 Intensity,Case17 Intensity,Case5 Intensity,Case2 Intensity,Control15 Intensity,Control1 Intensity,Control18 Intensity,Control3 Intensity,Control10 Intensity,Control11 Intensity,Control13 Intensity,Control17 Intensity,Control5 Intensity,Control16 Intensity,Control14 Intensity,Control6 Intensity,Control9 Intensity,Control20 Intensity,Control2 Intensity,Control7 Intensity,Control8 Intensity,Control19 Intensity,Control4 Intensity,Control12 Intensity,Case13 MaxLFQ Intensity,Case3 MaxLFQ Intensity,Case9 MaxLFQ Intensity,Case12 MaxLFQ Intensity,Case6 MaxLFQ Intensity,Case8 MaxLFQ Intensity,Case11 MaxLFQ Intensity,Case16 MaxLFQ Intensity,Case19 MaxLFQ Intensity,Case15 MaxLFQ Intensity,Case18 MaxLFQ Intensity,Case7 MaxLFQ Intensity,Case20 MaxLFQ Intensity,Case10 MaxLFQ Intensity,Case14 MaxLFQ Intensity,Case4 MaxLFQ Intensity,Case1 MaxLFQ Intensity,Case17 MaxLFQ Intensity,Case5 MaxLFQ Intensity,Case2 MaxLFQ Intensity,Control15 MaxLFQ Intensity,Control1 MaxLFQ Intensity,Control18 MaxLFQ Intensity,Control3 MaxLFQ Intensity,Control10 MaxLFQ Intensity,Control11 MaxLFQ Intensity,Control13 MaxLFQ Intensity,Control17 MaxLFQ Intensity,Control5 MaxLFQ Intensity,Control16 MaxLFQ Intensity,Control14 MaxLFQ Intensity,Control6 MaxLFQ Intensity,Control9 MaxLFQ Intensity,Control20 MaxLFQ Intensity,Control2 MaxLFQ Intensity,Control7 MaxLFQ Intensity,Control8 MaxLFQ Intensity,Control19 MaxLFQ Intensity,Control4 MaxLFQ Intensity,Control12 MaxLFQ Intensity
sp|Q96QK1|VPS35_HUMAN,Q96QK1,VPS35_HUMAN,VPS35,796,Homo sapiens,1:Experimental evidence at protein level,Vacuolar protein sorting-associated protein 35,1,0.999,11,24,24,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,26557.363,0,0,0,0,0,0,0,0,0,0,88010.38,0,0,0,80065.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41728.426,685778.2,0,0,0,0,47845.637,0,0,0,0,0,0,0,0,0,0,44633.223,0,0,0,45366.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75177.766,95347.414
sp|Q96QR8|PURB_HUMAN,Q96QR8,PURB_HUMAN,PURB,312,Homo sapiens,1:Experimental evidence at protein level,Transcriptional regulator protein Pur-beta,0.9933,0.999,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56345.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|Q96QZ7|MAGI1_HUMAN,Q96QZ7,MAGI1_HUMAN,MAGI1,1491,Homo sapiens,1:Experimental evidence at protein level,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1",0.9999,0.999,4,15,15,15,1,0,1,2,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,95679.53,0,0,154034.45,0,104214.664,148105.22,0,71155.02,0,0,0,0,88137.92,0,124836.05,0,0,0,0,0,56658.6,0,0,66207.01,110460.51,81587.76,0,61325.285,192120.44,135729.56,125993.766,0,146979.52,0,0,0,0,0,0,0,0,0,68841.39,0,63581.094,98278.28,0,89150.99,0,0,0,0,58534.965,0,0,0,0,0,0,0,79880.055,0,0,93341.86,73387.24,20823.041,0,76835.195,127325.49,82659.984,177632.14,0,184152.42,0,0,0,0,0,0
sp|Q96R05|RET7_HUMAN,Q96R05,RET7_HUMAN,RBP7,134,Homo sapiens,1:Experimental evidence at protein level,Retinoid-binding protein 7,0.8381,0.999,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58546.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|Q96RF0|SNX18_HUMAN,Q96RF0,SNX18_HUMAN,SNX18,628,Homo sapiens,1:Experimental evidence at protein level,Sorting nexin-18,1,0.999,6,46,46,46,1,0,0,0,0,2,0,0,0,2,0,0,0,2,6,0,0,0,1,1,3,0,0,0,4,2,1,0,3,0,1,0,0,1,3,3,1,0,3,6,1,0,0,0,0,2,0,0,0,2,0,0,0,2,6,0,0,0,1,1,3,0,0,0,4,2,1,0,3,0,1,0,0,1,3,3,1,0,3,6,1,0,0,0,0,2,0,0,0,2,0,0,0,2,6,0,0,0,1,1,3,0,0,0,4,2,1,0,3,0,1,0,0,1,3,3,1,0,3,6,95682.97,0,0,0,0,40552.793,0,0,0,43849.42,0,0,0,44801.676,338139.94,0,0,0,32401.498,0,104071.34,0,0,0,99097.516,53411.953,0,0,0,0,45289.883,0,0,54629.035,47717.047,69351.79,54717.465,0,54522.215,313011.97,95682.97,0,0,0,0,40552.793,0,0,0,43849.42,0,0,0,44801.676,198595.84,0,0,0,32401.498,0,54035.055,0,0,0,62325.613,53411.953,0,0,0,0,45289.883,0,0,54629.035,47717.047,69351.79,54717.465,0,54522.215,199533.22
sp|Q96RR4|KKCC2_HUMAN,Q96RR4,KKCC2_HUMAN,CAMKK2,588,Homo sapiens,1:Experimental evidence at protein level,Calcium/calmodulin-dependent protein kinase kinase 2,0.9679,0.9988,2,4,4,4,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|Q96RS6|NUDC1_HUMAN,Q96RS6,NUDC1_HUMAN,NUDCD1,583,Homo sapiens,1:Experimental evidence at protein level,NudC domain-containing protein 1,0.8381,0.999,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31674.271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|Q96RU3|FNBP1_HUMAN,Q96RU3,FNBP1_HUMAN,FNBP1,617,Homo sapiens,1:Experimental evidence at protein level,Formin-binding protein 1,1,0.999,3,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61106.203,0,0,0,0,204122.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61106.203,0,0,0,0,109454.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|Q96RW7|HMCN1_HUMAN,Q96RW7,HMCN1_HUMAN,HMCN1,5635,Homo sapiens,1:Experimental evidence at protein level,Hemicentin-1,1,0.999,21,2305,2305,2305,12,35,54,67,23,64,65,88,44,100,79,48,45,56,15,69,25,81,91,21,70,55,28,109,86,39,70,32,64,59,63,60,68,64,74,46,40,97,77,22,12,35,54,67,23,64,65,88,44,100,79,48,45,56,15,69,25,81,91,21,70,55,28,109,86,39,70,32,64,59,63,60,68,64,74,46,40,97,77,22,12,35,54,67,23,64,65,88,44,100,79,48,45,56,15,69,25,81,91,21,70,55,28,109,86,39,70,32,64,59,63,60,68,64,74,46,40,97,77,22,1058400.2,4015530.8,6566968.5,8170221,1752293.6,1.05E+07,8129092.5,1.01E+07,5988538,1.02E+07,8070605.5,3533728.2,4801217,6090765.5,802390.8,8217941.5,1766534.6,7291226,1.01E+07,1218635.2,8052751.5,5833598,1602698.2,1.28E+07,8372246.5,5796340,9466053,4188511,4598303,5468844,6399002.5,7830813.5,5525627,7831589.5,8404953,4668790,4977535,1.10E+07,7468647,2690395,250109.28,1204799.9,1380843.1,1979409,516593.3,2319536.5,1894076.5,2226214,1463580.8,2229095.5,1920543,1021536.7,1256840.6,1438804.1,268982.56,2116668.8,467107.72,1626033.4,2074297.9,333777.66,1833245.6,1300708.5,425815.75,2958440.8,1967810.5,1371157.8,2148200.8,1047805.4,1059390.1,1136673.1,1452196.9,1884722,1557900.6,2118682.8,2235104,1168473.4,1236945.9,2629576.2,2049348.6,570505.8
sp|Q96S37|S22AC_HUMAN,Q96S37,S22AC_HUMAN,SLC22A12,553,Homo sapiens,1:Experimental evidence at protein level,Solute carrier family 22 member 12,0.9989,0.999,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,60501.02,0,0,0,0,0,0,0,0,0,30496.021,0,0,0,0,0,0,0,0,0,123496.55,42187.516,0,0,0,0,0,15983.291,0,54160.676,67162.71,0,0,0,0,0,0,0,0,0,60501.02,0,0,0,0,0,0,0,0,0,30496.021,0,0,0,0,0,0,0,0,0,68649.195,42187.516,0,0,0,0,0,15983.291,0,54160.676,67162.71,0,0,0,0,0,0
sp|Q96S96|PEBP4_HUMAN,Q96S96,PEBP4_HUMAN,PEBP4,227,Homo sapiens,1:Experimental evidence at protein level,Phosphatidylethanolamine-binding protein 4,1,0.999,8,655,655,655,0,37,1,4,1,38,16,24,21,15,41,5,4,6,3,47,14,0,11,26,19,8,6,72,27,15,24,5,20,32,16,4,25,2,2,5,1,6,43,9,0,37,1,4,1,38,16,24,21,15,41,5,4,6,3,47,14,0,11,26,19,8,6,72,27,15,24,5,20,32,16,4,25,2,2,5,1,6,43,9,0,37,1,4,1,38,16,24,21,15,41,5,4,6,3,47,14,0,11,26,19,8,6,72,27,15,24,5,20,32,16,4,25,2,2,5,1,6,43,9,0,2695836.8,56066.65,675819.8,142082,1694751.8,827600.5,1226648.1,808889.2,630054.56,2059033.5,537469.3,680311.6,546551.8,0,3050086.5,1040105.1,0,632690.4,2468288,1863579.5,609628.75,542259.4,3419020.8,979655.2,840750.06,1432370.4,522157.3,698032.1,1351243.6,556899,195006.44,1417647.2,240605.73,92485.05,678161.06,0,124250.92,1894099.9,658614.6,0,592295.6,163384.23,236159.7,156600.05,469396.1,263675.25,357459.53,230748.11,182661.34,571405.44,302585.53,318104.8,186419.38,0,705018.75,309190.62,0,227088.34,765764.7,344061.34,225873.81,183649.4,776755,235324.28,239716.83,392273.88,222354.27,190791.4,365677.94,168965.45,91359.7,491499.56,96755.55,78810.734,309089.25,0,101951.02,563123.75,185319.7
sp|Q96S97|MYADM_HUMAN,Q96S97,MYADM_HUMAN,MYADM,322,Homo sapiens,1:Experimental evidence at protein level,Myeloid-associated differentiation marker,0.8381,0.999,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70929.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|Q96SA4|SERC2_HUMAN,Q96SA4,SERC2_HUMAN,SERINC2,455,Homo sapiens,1:Experimental evidence at protein level,Serine incorporator 2,0.8381,0.999,1,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30464.055,0,0,0,40736.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30464.055,0,0,0,40736.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|Q96SM3|CPXM1_HUMAN,Q96SM3,CPXM1_HUMAN,CPXM1,734,Homo sapiens,1:Experimental evidence at protein level,Probable carboxypeptidase X1,1,0.999,5,47,47,47,0,2,2,1,0,0,0,0,2,5,0,0,2,0,0,3,0,4,2,0,1,0,1,0,9,0,0,0,2,0,2,4,2,0,1,0,0,1,1,0,0,2,2,1,0,0,0,0,2,5,0,0,2,0,0,3,0,4,2,0,1,0,1,0,9,0,0,0,2,0,2,4,2,0,1,0,0,1,1,0,0,2,2,1,0,0,0,0,2,5,0,0,2,0,0,3,0,4,2,0,1,0,1,0,9,0,0,0,2,0,2,4,2,0,1,0,0,1,1,0,0,63115.023,120868.875,144963.31,0,48559,0,43390.324,134710.14,269919.56,0,0,70981.4,108897.3,0,202057.05,0,77479.56,123457.03,0,42862.438,0,83768.086,0,275884.25,71949.836,81528.164,64837.14,36654.77,58106.105,129760.875,140092.98,67423.766,95901.375,16878.045,0,0,74868.164,71790.31,0,0,102660.03,64499.074,78191.67,0,49482.312,0,44215.36,74345.7,103747.766,0,0,72331.055,59801.098,0,74224.625,0,42661.05,65208.61,0,52641.637,0,85360.87,0,84572.914,40877.633,46314.81,66069.97,59620.984,59210.95,70230.26,77355.164,68705.77,51841.62,19907.213,0,0,76291.73,73155.35,0
sp|Q96TA1|NIBA2_HUMAN,Q96TA1,NIBA2_HUMAN,NIBAN2,746,Homo sapiens,1:Experimental evidence at protein level,Protein Niban 2,1,0.999,11,23,23,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,89516.23,0,0,0,0,266882.7,58720.99,0,0,0,0,36805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57865.637,0,634774.25,0,0,0,0,0,0,0,0,0,50830.457,0,0,0,0,77366.79,79757.23,0,0,0,0,15178.955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78595.46,0,266666.12
sp|Q99102|MUC4_HUMAN,Q99102,MUC4_HUMAN,MUC4,5412,Homo sapiens,1:Experimental evidence at protein level,Mucin-4,1,0.999,16,57,57,57,4,0,0,0,0,0,0,1,0,4,0,0,0,0,2,22,0,0,4,0,0,0,0,0,1,2,0,0,0,1,0,0,0,4,0,0,0,0,2,10,4,0,0,0,0,0,0,1,0,4,0,0,0,0,2,22,0,0,4,0,0,0,0,0,1,2,0,0,0,1,0,0,0,4,0,0,0,0,2,10,4,0,0,0,0,0,0,1,0,4,0,0,0,0,2,22,0,0,4,0,0,0,0,0,1,2,0,0,0,1,0,0,0,4,0,0,0,0,2,10,182119.14,0,0,0,0,0,0,45156.32,0,110104.875,0,0,0,0,194348.12,1002925.1,0,0,54619.227,0,0,0,0,0,41597.41,111621.53,0,0,0,30403.914,19669.191,0,0,241376.38,0,0,0,0,49124.21,219769.84,47544.4,0,0,0,0,0,0,52251.008,0,58606.83,0,0,0,0,94739.89,123847,0,0,48203.555,0,0,0,0,0,48132.945,43598.17,0,0,0,0,27842.246,0,0,74773.44,0,0,0,0,56842.312,57862.41
sp|Q99426|TBCB_HUMAN,Q99426,TBCB_HUMAN,TBCB,244,Homo sapiens,1:Experimental evidence at protein level,Tubulin-folding cofactor B,1,0.999,5,25,25,25,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,3,0,0,3,2,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,3,0,0,3,2,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,3,0,0,3,2,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,52102.9,0,40888.84,45134.63,0,0,0,0,86153.11,0,0,73233.91,64970.043,0,0,0,62508.418,0,0,0,0,0,0,0,0,49681.688,0,32338.99,0,0,0,0,339962,0,0,0,0,0,0,0,52796.773,0,41433.37,45735.703,0,0,0,0,87300.44,0,0,45133.52,65835.27,0,0,0,63340.867,0,0,0,0,0,0,0,0,50343.316,0,32769.66,0,0,0,0,94050.61
sp|Q99435|NELL2_HUMAN,Q99435,NELL2_HUMAN,NELL2,816,Homo sapiens,1:Experimental evidence at protein level,Protein kinase C-binding protein NELL2,0.9983,0.999,2,3,3,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37714.086,0,0,0,0,44930.965,47705.605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44930.965,47705.605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp|Q99436|PSB7_HUMAN,Q99436,PSB7_HUMAN,PSMB7,277,Homo sapiens,1:Experimental evidence at protein level,Proteasome subunit beta type-7,1,0.999,6,34,34,34,5,0,4,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,13,5,0,4,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,13,5,0,4,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,13,202634.14,0,234519.53,152633.16,0,0,0,0,0,51237.29,0,0,0,0,86313.84,87497.375,0,0,26437.688,110270.84,0,0,0,0,0,0,0,0,0,0,38903.3,0,93839.18,30682.186,0,0,0,0,90156.57,552025.8,80713.055,0,66345.3,87315.42,0,0,0,0,0,84262.72,0,0,0,0,87295.85,161490.3,0,0,43478.324,66626.95,0,0,0,0,0,0,0,0,0,0,39345.91,0,49157.26,31031.262,0,0,0,0,45809.48,133239.16
sp|Q99439|CNN2_HUMAN,Q99439,CNN2_HUMAN,CNN2,309,Homo sapiens,1:Experimental evidence at protein level,Calponin-2,1,0.999,5,6,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633285.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
